subject_length,body_length,total_length,word_count,avg_word_length,unique_word_ratio,uppercase_ratio,digit_ratio,punctuation_ratio,exclamation_count,question_count,colon_count,url_count,email_count,phone_count,currency_symbol_count,attachment_hint,dear_greeting,contains_date_like,job_keyword_count,candidate_keyword_count,recruiting_keyword_count,compensation_keyword_count,business_keyword_count,support_keyword_count,job_signal_ratio,non_job_signal_ratio,is_job
37.0,399.0,437.0,75.0,4.706666666666667,0.7733333333333333,0.054441260744985676,0.009153318077803204,0.02288329519450801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.02666666666666667,0
39.0,433.0,473.0,76.0,5.092105263157895,0.8026315789473685,0.04960835509138381,0.008456659619450317,0.02536997885835095,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06578947368421052,0
33.0,308.0,342.0,52.0,5.4423076923076925,0.8653846153846154,0.05017921146953405,0.011695906432748537,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.11538461538461539,0
24.0,316.0,341.0,57.0,4.842105263157895,0.8245614035087719,0.04710144927536232,0.0,0.026392961876832845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.017543859649122806,0.05263157894736842,0
33.0,297.0,331.0,54.0,5.037037037037037,0.9074074074074074,0.048507462686567165,0.012084592145015106,0.021148036253776436,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07407407407407407,0
28.0,375.0,404.0,71.0,4.577464788732394,0.7746478873239436,0.06769230769230769,0.0,0.024752475247524754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.056338028169014086,0
19.0,300.0,320.0,48.0,5.5,0.7916666666666666,0.041666666666666664,0.0,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0625,0
42.0,316.0,359.0,53.0,5.60377358490566,0.7547169811320755,0.04377104377104377,0.0,0.033426183844011144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.11320754716981132,0
37.0,351.0,389.0,59.0,5.423728813559322,0.8135593220338984,0.05379746835443038,0.010282776349614395,0.030848329048843187,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06779661016949153,0
44.0,450.0,495.0,76.0,5.368421052631579,0.75,0.02696078431372549,0.0,0.024242424242424242,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.02631578947368421,0.05263157894736842,0
